0.00000 0.00000e+00
0.02004 0.00000e+00
0.04008 0.00000e+00
0.06012 0.00000e+00
0.08016 0.00000e+00
0.10020 0.00000e+00
0.12024 0.00000e+00
0.14028 0.00000e+00
0.16032 0.00000e+00
0.18036 0.00000e+00
0.20040 0.00000e+00
0.22044 0.00000e+00
0.24048 0.00000e+00
0.26052 0.00000e+00
0.28056 0.00000e+00
0.30060 0.00000e+00
0.32064 0.00000e+00
0.34068 0.00000e+00
0.36072 0.00000e+00
0.38076 2.91512e-12
0.40080 3.20306e-12
0.42084 3.49340e-12
0.44088 3.78558e-12
0.46092 4.07777e-12
0.48096 4.36705e-12
0.50100 4.64699e-12
0.52104 4.92694e-12
0.54108 5.20689e-12
0.56112 5.48483e-12
0.58116 5.76257e-12
0.60120 6.04031e-12
0.62124 6.31397e-12
0.64128 6.58464e-12
0.66132 6.85532e-12
0.68136 7.11614e-12
0.70140 7.34706e-12
0.72144 7.57798e-12
0.74148 7.80889e-12
0.76152 8.02877e-12
0.78156 8.24765e-12
0.80160 8.46654e-12
0.82164 8.65062e-12
0.84168 8.81032e-12
0.86172 8.97003e-12
0.88176 9.10989e-12
0.90180 9.19277e-12
0.92184 9.27564e-12
0.94188 9.35851e-12
0.96192 9.40848e-12
0.98196 9.45590e-12
1.00200 9.50332e-12
1.02204 9.56646e-12
1.04208 9.64013e-12
1.06212 9.71380e-12
1.08216 9.78343e-12
1.10220 9.84205e-12
1.12224 9.90066e-12
1.14228 9.95927e-12
1.16232 9.97413e-12
1.18236 9.98614e-12
1.20240 9.99814e-12
1.22244 1.00067e-11
1.24248 1.00131e-11
1.26253 1.00195e-11
1.28257 1.00282e-11
1.30261 1.00431e-11
1.32265 1.00581e-11
1.34269 1.00730e-11
1.36273 1.01050e-11
1.38277 1.01380e-11
1.40281 1.01709e-11
1.42285 1.01906e-11
1.44289 1.02022e-11
1.46293 1.02137e-11
1.48297 1.02272e-11
1.50301 1.02453e-11
1.52305 1.02634e-11
1.54309 1.02816e-11
1.56313 1.02760e-11
1.58317 1.02695e-11
1.60321 1.02630e-11
1.62325 1.02569e-11
1.64329 1.02511e-11
1.66333 1.02453e-11
1.68337 1.02454e-11
1.70341 1.02592e-11
1.72345 1.02729e-11
1.74349 1.02867e-11
1.76353 1.02389e-11
1.78357 1.01891e-11
1.80361 1.01393e-11
1.82365 1.01099e-11
1.84369 1.00921e-11
1.86373 1.00742e-11
1.88377 1.00746e-11
1.90381 1.01154e-11
1.92385 1.01562e-11
1.94389 1.01971e-11
1.96393 1.01656e-11
1.98397 1.01326e-11
2.00401 1.00996e-11
2.02405 1.00695e-11
2.04409 1.00411e-11
2.06413 1.00127e-11
2.08417 9.98485e-12
2.10421 9.95811e-12
2.12425 9.93137e-12
2.14429 9.90463e-12
2.16433 9.87263e-12
